labId               ,virusId             
60280,83240
60924,82915
60261,81096
60080,82124
60046,81142
60960,81840
60720,81594
60842,82603
60736,82147
60132,80064
60523,80844
60184,81944
60592,83648
60322,82912
60034,82032
60244,80066
60304,81248
60970,83926
60865,81802
60648,82649
60102,83143
60022,82550
60250,82704
60538,81702
60336,83508
60018,80908
60897,82604
60612,81928
60480,80976
60422,81236
60572,81472
60888,83751
60416,82624
60032,83016
60185,81120
60000,80162
60567,80828
60752,81389
60965,81948
60508,83228
60032,81504
60788,81562
60476,82444
60315,83737
60404,82304
60845,82030
60099,80237
60842,83644
60310,82456
60500,81712
60098,80976
60253,81585
60992,83208
60753,81756
60008,80614
60416,80992
60606,82632
60676,81157
60482,82671
60736,83144
60073,82154
60300,83633
60601,80992
60022,83894
60194,80715
60297,83572
60872,82264
60114,82850
60152,80300
60676,81358
60136,80982
60596,81338
60686,81984
60377,80114
60995,83584
60648,80300
60006,83612
60984,82784
60552,81136
60759,80239
60700,83336
60151,83730
60685,82197
60160,83476
60496,81082
60929,81448
60958,80086
60707,82612
60952,81712
60270,81528
60349,81785
60197,83967
60352,83149
60822,80422
60550,81865
60524,80340
60892,82176
60416,83836
60175,81077
60572,83459
60838,80548
60720,81801
60262,80106
60212,81869
60676,81662
60706,83664
60978,81321
60010,80556
60416,81373
60680,80190
60952,82501
60808,80588
60368,83944
60512,81576
60168,83634
60768,82326
60262,80158
60665,83088
60576,83930
60496,81437
60487,81656
60511,81699
60016,81024
60064,82396
60938,83456
60482,83338
60106,80326
60048,82128
60627,80858
60046,82526
60048,83452
60859,80256
60096,83200
60527,80894
60224,80408
60097,80538
60332,83706
60746,81013
60564,80124
60258,80552
60312,83097
60026,83452
60071,83110
60294,82938
60792,80652
60721,80462
60941,83828
60379,80960
60620,82134
60368,80746
60750,82765
60767,83882
60113,81494
60390,80960
60516,81826
60906,80570
60184,82132
60864,83648
60694,81940
60164,82974
60426,82179
60296,82045
60768,81481
60762,81976
60438,81112
60089,83100
60201,81594
60632,83360
60672,80226
60344,80899
60470,82510
60077,82982
60498,82663
60112,83991
60396,83174
60839,81112
60160,82356
60747,82016
60536,80448
60231,80910
60136,81344
60410,81258
60078,81140
60352,81390
60056,80332
60432,81838
60928,83807
60838,83829
60222,82064
60788,80144
60621,80908
60090,82054
60117,81204
60634,81240
60214,83835
60497,81350
60288,82566
60055,83032
60705,80701
60302,81552
60640,83332
60225,82744
60780,80704
60378,82732
60620,81624
60012,82066
60864,81496
60538,80512
60736,83272
60560,83204
60122,83188
60346,81730
60402,80616
60292,83800
60267,80856
60656,80369
60164,81841
60365,83328
60040,83316
60379,81640
60208,81079
60367,82448
60864,81970
60956,82352
60816,83197
60242,82873
60948,82636
60373,80797
60029,83649
60669,81152
60821,81421
60182,80542
60648,83526
60044,82346
60264,81748
60412,83760
60722,81470
60214,82566
60897,82846
60797,82460
60032,81034
60942,80057
60816,81251
60667,82592
60218,82894
60668,80506
60125,80977
60928,83359
60066,81472
60848,81288
60154,82792
60921,81096
60996,82170
60140,81041
60472,82784
60740,82080
60291,81294
60731,83362
60288,80002
60441,81777
60412,82844
60230,81088
60372,81136
60044,80160
60036,82266
60992,80628
60768,81432
60984,82864
60798,83674
60126,83282
60992,80161
60133,82144
60832,80124
60853,82369
60199,82093
60098,81887
60260,81004
60928,83892
60360,82188
60840,81326
60624,82379
60326,82624
60008,83960
60062,83948
60085,81152
60778,80608
60876,83790
60226,82312
60850,80048
60910,81133
60130,82768
60636,80642
60512,83274
60992,80549
60513,82301
60017,80036
60992,82329
60822,82104
60162,80680
60284,83127
60220,82798
60882,81656
60057,80720
60908,80097
60412,83878
60730,83060
60788,83274
60150,81439
60244,83267
60222,83813
60040,80261
60449,81736
60753,81286
60864,81178
60959,80840
60496,82012
60252,82253
60942,80716
60712,82145
60724,81112
60840,82456
60716,83970
60435,80301
60295,83859
60044,81307
60862,82414
60122,80051
60056,80197
60771,82715
60816,81997
60206,81071
60832,81440
60525,81616
60615,82340
60805,83149
60937,81906
60352,83732
60806,83427
60028,80624
60336,82059
60070,81046
60096,82066
60312,80256
60928,82600
60924,80195
60020,82640
60013,81570
60000,80295
60153,80508
60102,83817
60584,83531
60081,80926
60576,83238
60810,83850
60730,81592
60028,80656
60618,81642
60560,81997
60077,80314
60899,80852
60406,80413
60436,82308
60239,81743
60269,83060
60564,80860
60328,83641
60348,80923
60992,81784
60840,82860
60080,82612
60912,82071
60928,82295
60434,83095
60700,82552
60097,81818
60064,83358
60960,82564
60140,83586
60779,83289
60754,82784
60824,83402
60408,80038
60429,80038
60642,80696
60780,80692
60969,80756
60974,80441
60152,80578
60461,82752
60914,82790
60320,80371
60403,82444
60536,83368
60250,81860
60372,80283
60764,83991
60119,82344
60562,82751
60212,81008
60918,80412
60862,81485
60171,83310
60755,82740
60718,82120
60364,83124
60921,80206
60606,80682
60609,81682
60363,81646
60308,81408
60850,80323
60571,83344
60946,83770
60096,83928
60261,80056
60523,83088
60428,81404
60228,80640
60997,83976
60944,81433
60536,80214
60826,80958
60232,82238
60090,81792
60126,80134
60866,83040
60450,82332
60128,82257
60016,83244
60200,81755
60336,81576
60580,80933
60432,81300
60920,81664
60890,80409
60530,81402
60714,83008
60762,80988
60312,83435
60984,82100
60769,82638
60709,83228
60692,80110
60029,82470
60537,80318
60850,81170
60504,83430
60880,83660
60789,81901
60945,81536
60048,80316
60723,82944
60026,82456
60902,83006
60508,80425
60342,80008
60852,81437
60048,82537
60640,80432
60836,82960
60280,81020
60196,81744
60521,83878
60619,83464
60369,82332
60378,80746
60105,83555
60704,83181
60035,82864
60170,82964
60224,83044
60418,83532
60352,81096
60000,82360
60920,80530
60472,83352
60284,82432
60693,81263
60839,83403
60529,83052
60070,81104
60846,83846
60592,82173
60616,82072
60355,81160
60169,83952
60734,80128
60697,83055
60640,80912
60141,81543
60496,81048
60007,82928
60801,80848
60763,80720
60744,82036
60055,83388
60860,82384
60164,81301
60973,83372
60523,80872
60064,80834
60101,80550
60351,83403
60546,80050
60916,80580
60578,83911
60117,81230
60543,82660
60970,81317
60372,82352
60320,83520
60914,80562
60896,82209
60376,80848
60342,81230
60728,82520
60580,80026
60047,81102
60688,82624
60912,82062
60684,81525
60641,83422
60653,82369
60812,81868
60124,80917
60724,83736
60515,80653
60751,81520
60536,80573
60391,81135
60982,82630
60856,80088
60254,80541
60954,83455
60432,82765
60713,81053
60351,83454
60740,80887
60540,80602
60958,82416
60531,83026
60207,81237
60636,82240
60544,83155
60585,80480
60714,82408
60108,80003
60334,82522
60168,81160
60246,80144
60414,82211
60994,82673
60036,81279
60637,82888
60784,83224
60992,80080
60974,83496
60496,82393
60334,83524
60477,81600
60543,80800
60300,81466
60274,80000
60234,83053
60916,82800
60709,81856
60576,82562
60476,83902
60212,80404
60440,82072
60617,80892
60905,82472
60352,82866
60600,81144
60088,80701
60184,81064
60120,81840
60001,81706
60120,82925
60565,80168
60866,82507
60864,83756
60465,80280
60680,80158
60556,80852
60828,83232
60634,80928
60242,80342
60569,80922
60087,81468
60036,81782
60698,80988
60656,82192
60942,82043
60280,83666
60647,82917
60808,81950
60870,80028
60620,80658
60952,83115
60462,82632
60512,80884
60098,81652
60832,82380
60742,80456
60878,82596
60583,82266
60622,83160
60140,80874
60236,83997
60374,83391
60681,81492
60926,83443
60640,83152
60190,82506
60370,82688
60320,81512
60161,81590
60462,82140
60155,82456
60112,81753
60944,80008
60170,80395
60008,83040
60846,83448
60826,81240
60355,83608
60229,83968
60938,81576
60566,80842
60250,82708
60256,82381
60173,82356
60596,81821
60207,81448
60696,82758
60852,80903
60184,80104
60110,83882
60832,82084
60907,82384
60865,83528
60706,81917
60055,83584
60390,81816
60888,81396
60110,83153
60715,83361
60131,80772
60580,80479
60022,81550
60912,82383
60528,83472
60409,82823
60092,80440
60710,82384
60234,80191
60916,80570
60490,83238
60482,81335
60573,81198
60225,80084
60112,81805
60406,80605
60596,82544
60730,83271
60016,81133
60723,81104
60635,82240
60278,80272
60128,80516
60582,80805
60044,82840
60841,80096
60436,83998
60584,82609
60708,83688
60832,83540
60150,83172
60076,82688
60948,83340
60499,80347
60620,80896
60730,82000
60208,82426
60000,82112
60803,82390
60268,83617
60875,83794
60853,81423
60144,81330
60453,81684
60102,83893
60212,81658
60393,82471
60810,83564
60492,81922
60782,81056
60570,81300
60672,83454
60476,82871
60164,82086
60786,81395
60164,82168
60558,81274
60080,80392
60536,83607
60518,83863
60301,83120
60416,83134
60308,80027
60034,83225
60909,80570
60360,83936
60374,80162
60162,80272
60025,81430
60026,83199
60069,82644
60352,81394
60320,80787
60400,81212
60800,80919
60165,80328
60412,81920
60464,83701
60677,82279
60012,81880
60416,80077
60942,81717
60748,82718
60084,82987
60459,82498
60532,80672
60655,80540
60839,81848
60463,82870
60676,83622
60194,80824
60834,82174
60021,83966
60892,83340
60802,81344
60416,81196
60424,83994
60028,81614
60445,82699
60988,83626
60800,83408
60302,83471
60812,80677
60842,82784
60536,82029
60907,80073
60140,82772
60974,83743
60920,81836
60641,81142
60324,80224
60580,83242
60506,82008
60378,83676
60558,82512
60596,81388
60704,80728
60796,80888
60112,82572
60580,80904
60262,83554
60225,82606
60045,80334
60268,82196
60252,83156
60480,83242
60624,83007
60010,82107
60016,81268
60167,83840
60178,83396
60260,82416
60683,82984
60009,83063
60906,83512
60132,81088
60514,83932
60900,80028
60544,82960
60050,82288
60476,82988
60157,83201
60310,81705
60712,81170
60170,83776
60000,80917
60825,81874
60863,82954
60610,81197
60036,81358
60896,80393
60423,80892
60488,80416
60800,80710
60080,82810
60712,81664
60659,80544
60888,81203
60198,81660
60580,81828
60434,82736
60784,80204
60280,81868
60358,83124
60422,83723
60620,82350
60993,80680
60184,81734
60736,82909
60877,82472
60250,80280
60580,83896
60023,83630
60298,81256
60982,81189
60256,82608
60405,80491
60834,80086
60488,81508
60500,83712
60114,83654
60504,80952
60682,83840
60552,82729
60288,81949
60736,81616
60268,81314
60720,82554
60608,80712
60374,81410
60585,80712
60464,82076
60753,83466
60351,83712
60845,82302
60992,83086
60303,82656
60794,80744
60188,83986
60957,83310
60400,82416
60804,80988
60368,80096
60472,80970
60719,83979
60938,82092
60336,82786
60496,82185
60976,81094
60427,80526
60187,80922
60487,83825
60613,82767
60330,81428
60772,82304
60658,80450
60133,82112
60441,83171
60952,80635
60848,82688
60064,80636
60864,80216
60206,80668
60392,81816
60474,82656
60953,82645
60270,82606
60900,83628
60029,82777
60574,80545
60802,80088
60424,82368
60557,81797
60068,83884
60228,82494
60092,81872
60431,80256
60223,80280
60580,83298
60202,82720
60552,82269
60264,81832
60611,81524
60288,80786
60054,83732
60872,83299
60560,82296
60768,82514
60111,81480
60588,82712
60224,81772
60376,81303
60736,80204
60378,80632
60601,81866
60984,83392
60472,80262
60127,83727
60351,82626
60205,80868
60662,83295
60452,80580
60440,81312
60792,80893
60856,81943
60644,80396
60035,80347
60004,81546
60219,82170
60674,82181
60427,81392
60656,81559
60620,82716
60609,82587
60411,80642
60330,81200
60672,81939
60832,80452
60982,80206
60754,83876
60868,83850
60024,82472
60944,82874
60858,83824
60573,81156
60802,81719
60076,82199
60904,83840
60826,82464
60178,82514
60768,80272
60418,82403
60033,83410
60535,83289
60565,80272
60195,82903
60494,83459
60365,82044
60936,82280
60080,81446
60275,83584
60140,81608
60848,82016
60046,81970
60614,81320
60281,82774
60244,80208
60453,80526
60804,81936
60922,82384
60744,82604
60648,83224
60064,81634
60913,81502
60074,80688
60736,83550
60969,81364
60144,82703
60331,82090
60254,82347
60568,83899
60432,80974
60104,83840
60688,83840
60018,83788
60412,82934
60784,83496
60026,82380
60706,83822
60208,82258
60744,82823
60724,81542
60748,83548
60292,83850
60480,80098
60404,82440
60383,80907
60524,80624
60594,83384
60192,80804
60536,82288
60604,83846
60888,80261
60208,83796
60854,81411
60894,83350
60646,82190
60193,82004
60512,82208
60398,82391
60590,80396
60282,81014
60207,83336
60733,80616
60722,82026
60845,82528
60084,83600
60894,82140
60192,81842
60620,82169
60748,81070
60072,82862
60014,80262
60996,81684
60608,80559
60186,80248
60212,80335
60018,80492
60800,83128
60824,81352
60128,82251
60118,82841
60583,82272
60480,82854
60586,83632
60926,83189
60839,80520
60546,82551
60071,83568
60554,83515
60244,83896
60735,82654
60099,80934
60166,82432
60944,82002
60744,82656
60325,80360
60036,83609
60486,80403
60728,82554
60898,82008
60194,80939
60436,81656
60312,81974
60888,82129
60084,80152
60578,80250
60776,80378
60696,83872
60535,82992
60392,80192
60214,83547
60564,80952
60439,80604
60941,83398
60736,82648
60419,83868
60669,83364
60376,82870
60480,81472
60586,81958
60157,83306
60428,80840
60412,82944
60736,81914
60683,82659
60046,83456
60234,83637
60304,82613
60674,80660
60026,81976
60168,82118
60897,80363
60704,82688
60081,83759
60713,82792
60435,83748
60992,81954
60745,81668
60496,82203
60590,81871
60344,83392
60703,80742
60180,81408
60120,82912
60701,83612
60788,80995
60660,80417
60292,80812
60911,83637
60844,81602
60624,82648
60561,80360
60088,83525
60576,83716
60762,80722
60756,80728
60072,82784
60392,80588
60928,81704
60062,82668
60272,82009
60855,83080
60469,82562
60839,83232
60699,81835
60534,82924
60984,83983
60456,81356
60683,80499
60828,82663
60974,81838
60786,81594
60736,83122
60820,81314
60538,81328
60946,83251
60432,81888
60416,82535
60422,82222
60470,82163
60903,82704
60160,81736
60656,80277
60608,83744
60503,83288
60783,81438
60599,82037
60876,82052
60958,81136
60266,81776
60169,81344
60994,81872
60800,82044
60509,80753
60699,80380
60980,80802
60752,83431
60768,81508
60977,83004
60911,81008
60882,80858
60736,82271
60192,80393
60502,82527
60960,81350
60655,82984
60708,80096
60288,82323
60220,81399
60992,80886
60883,82950
60260,81356
60932,80764
60832,81710
60704,82152
60404,83171
60660,80000
60578,81868
60641,81352
60662,80191
60929,80892
60954,80242
60581,82016
60102,82660
60218,80661
60323,81488
60400,80237
60287,80736
60081,83916
60001,81801
60896,83302
60772,81265
60298,81251
60027,82592
60685,83194
60100,80032
60000,81643
60157,82649
60433,82952
60292,82574
60433,83220
60745,82824
60660,83230
60433,83961
60041,80980
60096,82208
60408,81652
60218,83852
60448,83516
60616,82087
60655,82064
60512,81844
60448,81860
60054,83095
60960,80642
60648,80007
60152,82568
60639,80240
60370,80984
60176,81889
60222,83704
60968,82718
60128,81378
60547,83524
60512,80704
60451,81776
60432,82973
60204,82080
60471,83714
60314,83032
60612,82336
60854,83910
60209,81418
60292,80456
60120,81204
60180,82768
60946,82122
60853,80227
60696,82916
60680,83185
60864,80874
60290,81120
60816,83395
60024,80400
60444,83197
60668,83328
60933,81638
60944,81072
60280,81952
60916,80872
60721,83506
60071,81769
60474,81516
60455,82894
60822,81016
60792,80418
60480,81161
60500,82163
60744,81498
60836,80944
60491,83390
60455,81384
60480,82602
60618,83968
60748,83592
60827,81934
60731,82600
60960,81984
60104,81428
60988,81437
60544,80556
60572,82428
60076,83736
60762,81670
60796,81838
60320,81310
60310,81704
60834,80303
60766,80412
60784,80487
60775,80080
60256,83998
60168,83698
60110,80044
60908,83518
60373,83410
60488,83345
60910,81793
60626,83584
60548,83616
60129,81017
60781,81671
60495,83734
60996,81010
60221,83264
60878,80409
60816,82886
60632,83932
60119,80476
60992,81402
60392,83983
60168,81560
60254,80597
60128,83132
60512,83626
60556,80538
60692,83612
60896,82776
60010,82400
60292,80008
60488,83196
60121,82902
60454,81364
60120,83680
60170,83168
60160,81824
60080,82484
60656,82504
60216,82184
60656,81034
60746,83236
60742,83440
60449,80560
60032,81205
60340,83258
60453,80864
60270,82264
60142,82464
60584,83864
60275,82826
60987,81088
60732,82040
60189,81035
60216,80462
60770,81819
60020,82288
60106,81512
60994,80274
60240,80636
60462,83504
60536,83970
60815,82853
60476,80807
60724,83020
60006,82640
60657,83325
60532,82372
60042,81256
60926,82053
60880,80864
60548,81400
60634,81102
60864,82080
60416,80196
60394,81212
60397,83534
60417,83958
60164,81408
60697,80453
60919,83520
60671,81269
60516,81992
60426,81659
60296,83688
60945,81316
60296,80626
60384,81954
60112,83395
60655,82655
60898,82494
60152,81982
60878,82930
60844,81232
60932,82588
60976,81312
60800,80938
60644,82344
60109,80393
60983,81696
60803,81035
60297,80047
60000,83768
60000,80464
60982,80480
60121,80957
60683,81704
60172,80413
60651,81438
60148,80880
60732,82154
60080,83959
60284,81752
60736,82096
60310,81891
60080,82728
60088,83996
60937,82742
60160,82972
60584,82513
60280,80808
60588,80610
60147,82972
60332,80092
60616,82990
60067,82629
60514,82768
60730,83596
60208,83272
60681,80432
60972,82934
60636,81955
60351,82476
60816,81654
60424,82126
60516,82413
60356,80256
60772,83244
60198,82880
60721,81133
60328,80499
60683,80080
60014,80911
60186,80941
60299,81648
60056,81366
60080,82062
60164,82703
60188,80429
60099,83632
60114,81756
60402,83523
60468,81406
60154,81888
60612,83923
60974,80454
60132,81514
60538,82888
60918,83312
60120,83092
60274,83311
60119,83145
60875,81965
60292,83171
60604,82324
60085,81424
60944,80640
60709,83103
60181,83399
60422,82096
60768,83083
60682,81260
60530,82214
60084,80952
60838,83668
60496,81875
60616,82635
60960,80324
60242,81208
60950,80315
60749,83008
60568,82728
60641,83134
60920,80340
60501,81072
60548,81056
60856,82304
60860,80964
60750,82354
60368,83703
60432,82709
60812,80852
60755,80564
60640,83415
60798,80672
60544,83472
60754,81616
60351,80850
60262,82761
60128,82822
60486,82957
60064,80760
60344,80686
60312,83904
60700,81952
60818,80880
60253,81938
60336,82304
60226,82954
60787,81965
60388,80802
60124,80512
60695,81828
60480,83443
60495,83405
60074,82007
60485,82502
60624,80440
60769,80792
60190,81816
60664,81002
60475,81316
60898,81089
60338,83956
60552,80561
60596,82803
60618,83920
60895,82509
60366,83380
60932,80777
60400,82044
60384,81299
60880,83642
60783,83049
60799,83995
60608,80672
60956,81115
60347,81540
60918,82439
60556,80143
60300,82880
60026,83900
60424,81408
60097,82713
60308,83672
60834,80106
60865,80160
60986,81964
60909,82150
60626,83994
60998,82963
60453,83669
60554,81214
60256,81392
60322,82944
60909,82326
60775,80752
60048,81852
60156,80934
60310,81586
60969,81373
60524,82080
60928,81676
60742,80280
60309,82539
60552,82513
60784,81225
60520,81847
60808,82193
60296,83138
60757,83598
60277,81362
60076,82167
60944,80361
60486,82302
60589,81396
60920,81600
60264,83182
60768,81825
60382,81463
60206,80106
60660,82060
60271,82621
60840,81645
60801,80365
60178,81340
60084,82250
60120,80189
60144,81495
60122,82624
60080,81916
60178,82383
60992,83530
60386,80544
60576,80292
60828,82048
60681,83146
60610,81563
60816,80360
60510,80030
60656,80065
60968,82432
60326,80276
60544,83952
60192,81998
60746,83591
60169,81678
60769,81560
60407,82112
60288,81922
60040,80570
60805,83364
60741,83559
60536,82082
60244,82577
60774,81469
60100,81871
60843,82578
60736,82878
60134,81528
60239,80435
60576,83712
60145,80694
60554,82992
60352,81460
60130,80996
60916,82222
60767,83848
60794,83632
60819,80440
60260,80592
60552,83480
60966,82408
60307,81202
60708,82558
60975,81434
60734,83848
60563,83744
60920,83035
60260,82276
60680,81675
60321,83984
60696,81852
60576,83402
60679,83427
60000,81212
60384,80210
60076,81108
60140,82728
60033,82884
60688,81851
60508,82595
60814,83712
60914,80264
60532,83470
60677,80288
60896,81997
60504,82704
60829,80398
60540,83063
60357,80384
60252,83104
60088,80848
60750,80380
60586,83585
60939,80948
60384,80309
60358,83260
60188,81172
60958,82017
60954,82496
60230,82782
60178,83954
60805,80216
60235,81653
60986,80791
60960,83695
60753,80373
60197,82748
60104,81079
60236,83184
60041,80836
60216,80500
60894,83706
60376,81010
60096,83338
60877,82832
60688,83004
60680,82744
60252,82000
60788,80526
60744,81624
60086,82812
60112,80136
60072,83236
60367,80157
60189,81652
60720,83840
60740,83947
60202,83456
60136,82990
60676,82281
60098,81792
60726,83417
60205,80894
60072,82200
60032,83268
60187,83904
60448,81135
60708,83133
60771,82633
60864,80520
60488,80224
60320,82305
60434,80792
60916,82076
60224,83077
60916,80052
60582,82976
60461,81446
60372,80808
60612,82196
60456,80618
60250,80567
60565,80684
60742,82747
60504,82886
60110,83836
60504,80751
60591,80852
60320,82594
60368,82174
60264,82625
60273,83791
60232,82866
60396,83167
60892,83412
60066,80228
60409,83544
60229,82176
60882,81540
60144,83090
60784,83804
60948,83522
60341,81802
60792,81360
60372,80908
60020,80652
60801,80691
60050,81808
60090,81759
60856,82361
60404,80921
60832,83584
60572,83540
60882,80728
60800,81456
60278,82040
60114,82880
60153,80186
60590,83328
60286,82104
60467,81396
60678,80340
60960,82284
60132,83929
60560,81052
60456,83936
60545,82341
60292,81668
60502,81638
60844,81631
60228,83572
60656,81128
60152,80572
60712,82632
60216,82056
60328,82127
60396,81771
60008,81776
60736,82581
60386,83412
60544,83914
60312,83374
60538,82564
60476,82272
60470,80216
60232,80072
60340,82647
60928,81369
60628,82889
60118,83765
60440,80368
60636,80004
60594,83191
60080,82362
60024,83451
60372,80550
60292,80752
60672,80784
60004,80040
60383,82360
60726,83437
60988,82972
60138,81192
60121,80008
60111,82056
60026,81690
60574,81178
60587,82364
60670,80280
60304,82719
60853,83632
60316,83655
60312,81908
60977,81152
60076,83802
60756,82550
60268,81090
60517,83984
60886,83888
60476,81124
60948,80946
60637,80364
60308,80688
60263,82568
60730,81978
60228,82060
60296,82394
60745,80778
60052,80390
60066,83818
60154,80695
60572,81684
60618,81464
60481,80160
60973,81312
60689,83040
60696,80693
60053,83627
60524,82836
60268,80448
60057,83652
60094,81384
60795,82376
60121,81728
60322,80811
60274,82456
60438,82354
60002,83352
60472,82008
60067,81684
60262,83000
60018,82694
60700,80356
60185,83704
60414,83588
60416,82362
60428,83426
60204,83420
60312,80513
60446,82123
60832,82467
60296,81272
60384,83091
60960,82720
60702,82582
60128,83152
60692,83008
60090,82876
60354,83744
60000,81908
60101,82390
60060,81087
60644,82008
60412,82156
60798,81440
60110,82204
60312,80365
60017,82576
60862,80835
60366,81476
60002,81335
60164,83376
60916,81096
60945,80450
60449,80742
60616,81660
60790,82442
60822,80323
60776,80740
60031,80769
60716,82025
60994,83288
60653,82508
60188,83580
60608,82084
60272,80914
60256,80456
60456,82738
60255,80512
60353,83736
60607,82890
60802,81414
60004,80660
60350,81216
60893,80928
60420,82136
60984,80632
60350,82340
60807,81358
60319,82380
60544,80365
60145,80392
60398,81739
60912,82134
60257,81284
60061,83848
60288,83897
60464,83472
60436,80656
60704,83280
60359,83559
60138,80260
60100,82115
60552,81014
60365,80816
60776,81200
60528,81422
60505,80134
60456,80916
60240,81536
60944,83471
60948,80161
60128,80544
60586,81143
60160,81203
60928,83124
60965,81965
60092,83596
60864,81304
60483,81091
60828,80966
60896,83636
60386,82530
60492,81696
60988,83693
60736,82212
60426,80106
60292,82340
60908,83576
60494,83200
60932,81938
60438,83414
60526,82719
60425,80950
60500,81314
60020,82984
60024,82517
60870,82167
60205,83150
60863,81099
60140,80676
60348,80011
60720,81153
60531,80324
60914,80162
60992,81066
60080,82704
60920,81090
60899,80224
60818,80752
60152,83758
60913,83430
60018,80600
60444,81270
60937,81856
60296,80605
60212,81880
60456,81960
60664,80938
60728,81176
60452,81798
60810,81209
60224,81627
60912,83826
60304,82796
60074,82144
60167,80124
60576,83299
60906,81344
60402,80024
60078,82036
60676,83902
60473,81730
60240,80000
60992,83296
60457,81888
60274,82094
60064,82888
60355,80023
60722,83312
60132,83542
60016,83740
60259,80812
60313,80123
60336,81329
60218,83340
60068,81774
60977,81102
60075,83077
60974,81193
60384,82948
60352,82739
60815,82544
60328,83696
60177,81790
60300,80368
60687,80053
60222,81232
60010,83140
60876,83358
60111,83524
60519,82541
60970,82236
60486,83744
60416,81136
60024,80128
60668,83868
60924,82036
60476,81291
60328,80522
60515,80604
60160,82012
60108,81823
60134,83266
60412,80225
60336,80142
60302,81344
60688,83456
60744,82321
60536,82672
60424,80468
60317,81792
60607,81424
60351,83570
60788,81361
60913,81483
60004,81336
60182,82176
60430,80488
60376,82024
60304,83644
60424,82802
60682,81714
60814,80858
60306,81184
60501,83444
60884,82906
60959,81880
60976,81330
60076,80956
60832,83792
60944,83633
60012,80296
60890,80545
60432,81900
60128,82040
60203,83243
60842,82314
60726,82952
60774,82954
60531,81344
60507,82205
60424,80192
60534,82620
60472,83891
60892,82026
60049,81654
60366,80302
60464,80256
60804,81009
60320,83113
60976,83079
60620,82176
60256,80098
60612,80086
60912,82189
60952,80144
60182,82366
60132,82242
60704,81765
60264,81584
60560,81974
