medId               ,virusId             
29960,81882
32666,80779
37087,80448
24702,83669
37177,82971
37088,81200
38838,83492
21343,83134
36504,82362
27592,80014
23864,80124
23734,80424
30871,80384
28768,82489
29341,82178
34256,81708
30030,81126
24384,80502
28200,82534
22254,80667
27600,81834
36680,80336
25006,81179
34672,81442
32985,80894
34505,80480
33080,83772
29618,82512
26984,80210
36728,80768
31320,83870
33890,82816
28104,83579
33685,81604
24592,81434
35333,80273
31390,80280
32914,82170
31982,81512
20680,83595
25898,80836
22258,81418
30484,82114
20800,83183
32361,83880
34078,82041
26448,80277
21660,83964
39200,82780
26684,81727
29570,80579
28156,80220
28236,81676
32246,83958
37648,83898
35372,81090
38174,83556
33998,81120
29860,82768
22930,81664
26368,80178
20566,82224
36216,80052
22880,81892
33656,83172
28683,80648
39572,82948
35928,81483
37728,83316
24502,80675
27021,83648
26156,80098
39915,80452
27688,83965
32132,82012
38316,83701
39216,80807
30912,82730
25069,81800
29915,80144
23408,80875
23468,81578
25232,80294
20480,82736
28704,81573
24640,80900
20334,80986
31587,80627
34256,81190
24661,80744
24544,81448
31424,83186
20680,81458
21246,81729
39568,81471
26180,81684
33010,81210
21545,81344
20171,82137
22445,81948
29184,81262
32189,83506
29042,80591
22436,81840
36759,81834
34122,80266
37414,83182
29595,80884
20480,81951
26860,80496
25008,83836
26392,80340
20570,83949
24489,80206
23278,81168
25366,81883
34464,81736
39464,83752
36776,83752
24288,82284
34016,83016
31892,82048
39120,82744
29937,80352
37124,80905
24418,80738
35930,82370
36624,80894
27905,83958
34654,81728
34393,82696
22672,81672
32234,81920
22210,81208
20184,80668
39468,83524
37277,80991
29785,82528
21120,80524
28262,83179
21430,80776
32838,81728
37537,81329
39900,81696
24807,82566
23904,81428
25286,81838
37596,82770
27348,80988
34496,83693
32537,82608
22755,83380
37046,81366
23194,80151
25486,80456
20458,82940
29668,82316
26780,83116
31444,82052
22810,81078
33504,82508
29349,83500
39900,81152
29791,83472
35103,80460
29508,82446
39186,82944
39350,83661
37696,82034
33146,83088
38766,81473
39275,80818
20916,82525
21752,82404
32028,80744
39474,81154
20392,82998
22064,82798
27208,82748
35652,83906
38226,82854
38007,80384
24248,82952
25455,80944
20436,80598
33447,80478
31994,83206
26060,83931
27878,83480
36272,81636
31172,83572
22448,81336
22352,81613
38520,80496
27918,81610
26672,83137
30432,82108
38868,83069
26482,82564
20996,81128
31450,80824
29800,83216
27324,81710
30436,83563
32824,80036
25534,83486
39270,82087
37666,82340
39696,82512
27595,83066
21800,81192
30285,82936
27584,81976
38841,80904
37490,83388
39734,81209
21292,81818
28662,82411
26699,81657
21171,81340
28578,81130
32966,81248
31496,82036
24824,81121
31944,81184
23987,82608
39528,83944
23902,83725
22793,80136
21172,82047
33504,83198
35212,81170
27792,81800
39117,83090
22050,82272
29720,82358
25842,80311
38142,80790
25056,80544
29326,81276
23812,80748
34241,80320
39010,82534
27884,82462
34016,83180
22584,81648
34908,80360
32424,81772
25268,82192
25160,80087
36481,80000
37127,80646
23035,83980
30670,80900
33535,80426
38093,81598
31004,83256
37013,83720
25026,80318
21487,81672
37816,80841
38768,82421
24172,83585
30340,81738
21373,80082
23098,80536
28761,82154
26624,82872
32016,80808
34944,81257
22472,83812
22552,80827
30788,81560
34984,83930
34576,80820
32245,80066
31392,83384
35172,83619
20868,82899
39694,80016
20438,83596
29644,81748
22150,81692
35347,83666
34609,81848
22536,82537
38061,80668
21598,81512
38081,82019
28584,80183
21369,80858
31048,82008
33908,80331
29355,80215
26498,83106
38240,82044
32992,82475
22788,82979
22488,81975
29840,81022
26140,82272
29078,80295
25542,81748
24702,83809
23821,81234
30509,80461
37197,83667
25952,80952
34135,80674
38836,80508
34566,83510
33274,83958
23172,83864
30304,83936
39064,82200
39888,83568
29421,80950
30010,82033
26841,80565
39024,80834
25068,82056
24268,80634
34492,80104
23380,82894
23836,83196
30670,83196
21315,80664
35722,80478
33527,83058
38360,81227
29200,82294
20280,80894
32665,80256
23520,82406
27864,80848
32256,83908
23007,83864
26364,82059
28428,82396
25700,81842
38588,80200
34564,80028
36324,83293
28950,81129
36436,82224
38006,80010
32045,80060
35701,80600
25552,80410
30973,83652
24783,80904
37191,83196
38708,82207
23404,83970
26888,82300
31452,80156
29196,80256
33616,83668
39725,82114
35030,82313
24016,82088
36804,81126
29267,81032
22962,82132
20482,81482
37952,83782
30716,83294
27557,82868
30824,83534
32380,83041
35295,81840
24724,83798
29408,82678
30024,82158
24840,82978
36544,81144
28056,82612
37352,83096
29248,80633
30152,80212
35977,82362
23083,82865
27096,80987
29744,80059
25765,81879
36872,82624
23283,81528
28637,83544
29312,80690
37230,81709
23008,82344
27614,81484
33326,82046
28184,82158
24404,82381
30781,80522
38102,80488
20530,83935
35470,80464
39164,81413
33119,82390
35677,81736
32480,80742
33334,80687
23872,80777
23314,80414
33400,82748
28137,83264
36753,81145
21320,82488
27381,83241
33356,83271
26833,81139
30168,81632
30663,80386
32405,82582
21488,80598
27172,83691
39712,82784
34212,81486
21274,83882
26283,83108
25284,83442
27356,80474
28630,81494
35976,80002
39228,81792
39383,82012
21192,80212
31014,82420
39724,81176
32428,80213
27840,82176
24136,83535
24821,80866
34358,83094
36004,81064
38316,80310
30618,81434
29302,81480
26362,82948
29608,83957
21719,81467
38888,82784
22304,82122
31493,83759
21604,80524
29000,83898
39260,83544
29312,81055
36896,81078
23256,80648
32016,83449
27554,80699
22208,83843
37430,82187
23032,80656
33607,83572
28156,82370
30720,80882
32180,82216
39026,81152
39492,81017
28416,80664
35722,83499
21354,81320
38639,83738
39752,82216
31597,80844
27456,81681
27360,82563
32968,80363
31772,80826
22488,81009
33472,83262
23988,83048
26768,81416
23888,82688
22560,83916
20268,82144
22022,82096
36428,81816
38995,82354
29082,80732
38842,81538
33834,81704
38554,82431
36272,80642
20530,83477
20862,83852
21442,80687
21094,80648
36895,83788
23475,82350
37271,81333
26709,81055
26348,83816
25658,80580
30771,81904
24170,82970
35034,83158
20012,80604
28146,80136
24015,83712
29014,80856
39936,81355
28268,81776
32408,82094
39120,81509
28015,83192
33012,82727
27045,81659
20765,81528
32968,83496
28848,82480
32800,82352
32885,82081
27376,80280
29908,83815
23832,80168
28808,81516
26144,81740
20208,82624
36560,81294
26828,83502
21630,83729
29288,81269
24299,83576
39358,82320
28394,82797
20384,81520
22578,80898
21180,83988
25456,81124
31609,80500
20024,83719
35744,83584
31742,83385
21091,80289
38454,83910
35768,80027
30160,81496
32575,81810
33976,80676
35911,83707
29764,81638
24622,83283
27832,82851
31560,82363
33544,82682
23556,82724
39988,82416
21136,83016
36067,82340
38506,83145
20783,81357
26196,82940
22265,80635
32348,81424
31932,83824
26368,82394
23498,81116
22378,81888
37882,80065
24252,82340
24692,83263
31625,83698
27574,81275
29879,82978
33959,83324
27823,80708
29244,83520
37152,80618
25650,81487
22984,83936
33155,81843
22678,83274
31552,81250
32965,80074
25856,83227
30972,82817
32030,80844
30569,81440
38123,81586
39216,82824
29289,81262
34822,80352
31216,80493
26616,82401
26660,82883
27724,83712
34348,83730
35605,81702
20394,83335
29800,82288
26056,83776
35400,81127
39680,83656
37785,83753
28264,82239
20616,81148
37447,83568
38794,80169
36429,80704
32176,80190
31687,81900
38511,81459
26434,81060
32304,81757
30740,81608
22093,83892
33187,82467
34610,81580
35366,82400
31348,83245
26394,83536
20782,81532
22830,81152
33902,80904
29492,81222
29028,83448
36478,82573
30773,81923
39785,83906
25352,80722
20138,80340
23616,81793
21132,82762
24145,82171
29232,81234
33344,81952
25372,81217
36268,82992
24615,82050
28671,83020
39918,83862
26068,83277
29968,81493
28730,82428
36310,82640
32656,80384
38961,81652
23105,80991
26060,83328
31477,82672
35523,81775
31432,82480
20465,80576
32795,80671
27008,80272
34754,81220
39591,80190
29356,81958
20655,81168
22324,83215
30568,82708
32318,83914
34084,83180
38477,80245
36848,82544
31946,82109
22716,82896
35515,80248
26964,83334
31196,82132
23210,81416
22958,82450
34120,83612
37416,83864
27770,82660
31251,81159
34323,80017
24697,81952
22588,82560
20122,83998
36992,81084
34265,81624
31408,80182
34296,81986
33007,83228
32816,81842
20247,81072
30885,80898
24204,83976
38442,80403
27505,81731
24256,82534
21196,80062
26002,82652
39588,83886
36952,81820
38816,80223
27608,80460
33036,80112
37256,83676
36542,81582
37388,80431
23930,82889
37292,80088
26307,82696
25900,80008
28431,83700
31782,83394
35042,82906
20151,81454
32717,81270
27897,83256
24717,82560
35752,81828
38567,83188
26657,82885
25240,81442
28691,82720
32167,80240
30978,82868
32146,83024
23645,82837
32768,83716
35038,82092
27271,81743
21666,80556
26792,80020
37855,81506
35440,83446
34878,83560
24500,82478
37296,81774
28730,81890
30672,80579
34536,83990
34182,81345
32528,83877
38840,82379
36806,82092
34892,80967
22384,80532
35819,81454
32132,83078
30304,81856
26808,80768
24052,81784
39772,83313
23130,81664
30050,81196
22880,83200
27929,81750
21260,83264
28174,82728
32682,80780
36257,81120
38182,80094
23171,80430
23748,82488
26482,81216
20083,83288
37668,80634
29167,82350
26946,80656
22763,80789
31596,82915
35406,82508
22524,82164
38242,80720
38903,82741
35112,82008
22455,82300
31962,80196
26398,80180
37876,82140
30712,83832
29433,81308
34195,83050
36364,81024
39264,81472
31570,83537
39124,83435
32411,80778
33172,81440
23375,82430
26048,80704
28647,81815
32102,80501
34084,81492
33368,82464
35456,81936
23940,80328
20768,82824
37964,80313
31140,80482
37320,80409
27216,82937
28432,82557
36852,81456
39584,81318
30350,82758
36888,81206
28906,82541
30816,82916
36757,83794
22274,81940
27014,81212
37330,83600
32566,80200
22599,83012
24272,81325
28520,83376
33159,82588
37272,80539
27298,80832
28184,81658
31152,81270
34680,83336
27258,83276
32688,82995
30550,82019
36432,82768
23360,80957
38980,80648
31121,81796
25640,80301
37850,82495
26662,81104
38672,80656
25375,80192
38363,80528
35960,81382
22356,81664
29479,83889
39850,82466
36292,83240
36098,81513
35624,83282
21581,82033
39012,81913
20068,81068
29190,82585
29926,82693
39228,80920
38260,81280
26688,82515
34550,81505
20464,81341
26960,83580
32862,82456
31748,81354
28572,81256
28450,80032
28869,80128
33908,82385
30100,80720
36796,83964
32292,83788
33951,80896
34525,82036
24480,83151
29073,81520
32596,80638
30720,83974
24840,81850
21799,80976
34824,82590
25382,80610
27056,82481
32009,83129
27059,82812
34790,82421
28928,82264
31946,80074
34400,80782
32616,83104
20792,83924
38607,83457
31930,82016
25176,83760
30508,81812
25612,80395
29904,80004
31872,82752
20236,82064
32522,83124
26718,80208
23057,82040
28032,83808
30590,80958
35074,83913
25624,82176
31974,81936
39881,81057
38528,82086
24169,81392
37022,83336
24828,82224
35920,81701
30224,83118
39639,82608
39936,80808
23824,82977
39152,83409
37037,81399
24110,82930
33700,81518
37420,82391
37658,82416
38837,83409
38968,82796
29983,83875
28207,82844
29425,82151
30816,80056
24252,81044
23648,83216
24472,80040
32733,80421
39344,81214
21564,83589
26816,83462
27178,80810
29388,81544
21673,83836
23904,83688
33532,81466
36904,82482
33408,83652
37300,80140
39085,80706
30153,83080
31736,81513
35054,81224
23741,81772
22925,83189
20064,80065
20616,81706
37096,80163
34409,82662
25004,81460
22104,83931
34118,83335
38880,81208
36891,82408
25140,80978
20533,83947
23996,82464
29008,83791
24690,81910
24979,83749
35880,81344
38296,81640
25382,81792
34440,80444
29050,83674
22556,83175
39098,83872
25238,82952
23909,80419
22809,82470
34096,82818
31316,83808
29136,82582
31040,80360
33656,81372
24692,80611
22437,80196
26853,81779
23206,80126
31740,83625
22051,83912
32934,81945
38226,83912
34473,81284
25576,82108
36288,83253
37315,80788
25344,83380
34833,82844
39296,80540
36024,83023
37098,82288
34264,83063
28408,82875
24119,81744
30896,82034
32660,82482
22480,81493
35851,83690
24646,83584
23330,82334
31930,82766
35888,83216
31894,80039
22678,82336
23205,80496
20240,82198
39321,80144
24907,81968
32862,81758
29472,81679
22838,82135
20484,82907
30706,83290
26579,82484
31215,81380
34609,81853
32330,83676
21197,81053
34642,80684
30688,80024
33988,82464
35668,82030
20540,81299
23939,82986
30088,80716
22674,82312
32438,80120
21725,80720
38008,81842
20888,83920
33892,80696
33992,83125
38016,80635
21198,80301
23698,80733
37327,80112
22009,80858
38827,80276
37888,80222
32344,80225
37750,83581
26998,82584
32444,80984
25372,83885
33525,81860
30016,81080
23964,83160
29168,81394
39295,80879
23736,83192
22583,80774
22017,82330
21711,80240
35836,82542
38053,83134
30427,82676
28094,80808
28719,80868
31028,80232
31556,81683
28550,83627
25646,80032
30522,81954
29286,83233
29967,81540
23431,80112
32423,83712
32576,81503
33468,81366
21408,83309
29263,83338
25045,83412
31276,81238
25832,81624
38712,80996
32763,82228
22651,80547
21096,81243
24527,83624
28776,83812
28928,81452
27029,83480
25304,81724
37315,82908
39384,82648
23001,82944
34896,83084
36560,81060
35674,81107
20570,83736
21268,80032
31044,83906
32349,80568
33164,82595
20497,80397
23452,80128
34576,81858
27776,80754
35112,83463
35659,83190
28525,81363
28768,83638
37984,80806
27552,80346
31948,81592
35196,82986
25195,83912
39390,80408
27021,82591
30098,83761
27392,80775
22656,83378
33969,83164
23290,81680
33624,81296
36380,80364
21890,83432
22872,80208
34649,82221
36856,82648
25103,83856
37600,80092
37212,81974
21827,83082
26144,82491
27484,83704
30706,80711
21286,80672
31258,83172
28480,83796
24864,83168
33432,82294
26233,82770
33834,83670
35466,81776
27540,83312
39518,81867
20866,83072
26520,80248
26754,83849
22044,80888
33280,82896
35472,81638
20124,82108
34890,80432
23585,82038
34705,80290
30472,83918
20812,82028
32232,80879
31916,82019
29256,80128
39390,81226
27242,80504
31775,81150
21520,81198
22975,81340
35736,82548
21456,82062
35918,82384
23122,82208
25488,83316
39265,83108
27040,82574
35196,81318
32896,81060
28049,81529
29814,82834
32892,83076
35302,83419
35389,82144
29928,81872
20772,83332
37616,82132
29000,81072
36665,83743
27674,82060
33463,83386
36560,83262
26710,80962
25700,83308
20780,83692
39332,83392
24625,82786
28960,81641
25650,83458
31760,82416
36168,82912
21130,80960
28668,83680
38144,81760
25518,80809
28249,81362
35216,82128
30528,80893
28670,82605
35991,82012
37376,83109
20864,81888
28024,82735
29552,81760
29480,80968
28320,81236
25092,83203
24344,82496
34678,82514
35333,83690
36713,81152
21008,82341
25712,80773
39808,83550
33117,80013
38477,83102
38712,82187
32676,83528
30604,83948
31212,83563
21924,82746
20340,82010
34812,82132
37166,83875
27506,80896
34708,80052
30880,80364
35312,82316
20832,81448
28434,80442
24535,80476
37736,80316
28960,80664
30817,83018
29904,82991
23377,83259
30570,80776
32804,80042
39633,81101
30391,81326
38624,80316
30523,82986
34536,83448
39454,80471
31018,83318
27604,83697
28821,83722
33960,83398
36160,83770
34112,82320
23478,83710
35680,80208
35920,81846
26080,82024
24144,81644
29236,80281
23240,81612
30159,81481
30273,80832
34932,83644
29668,81380
35284,82244
21627,81188
39917,81056
36876,83308
36741,82972
26421,81756
34856,80894
21404,83035
24910,83112
34476,80353
35720,81765
27736,80308
22253,81875
23360,82378
25096,82420
39707,80232
21781,81772
37306,81436
22474,83840
25595,80036
29952,81178
38785,80496
25184,82252
28492,82832
27338,81386
30418,80992
30518,80165
26870,82398
25352,83169
24368,80209
36295,80746
31144,80202
32950,82045
23832,82708
35668,82215
32921,83872
31153,81608
33754,80227
22875,82220
27936,83305
23866,82564
33840,80349
24612,82924
29777,82449
24437,80488
32106,80269
26660,83712
38751,81280
20288,80608
23672,83992
21973,81376
22824,81426
20680,83402
28170,82324
32800,82128
36237,82370
36528,83936
31522,80834
38964,81121
38718,80621
26530,82844
29053,83456
21168,81760
21869,83630
23168,80470
29924,82669
35325,80892
20304,82792
24078,81372
20582,80856
34411,81162
33314,80311
25352,83173
34148,80169
26197,83687
23392,81165
20615,82160
33645,83813
34079,81496
34458,83340
34558,80768
25701,83691
39385,81874
31676,82942
27632,82192
23417,80001
31952,81164
33952,80442
23932,80483
36416,80594
20054,82552
25248,80591
36368,82285
36536,83780
27035,82624
24704,81330
24899,82833
20889,83713
34485,80488
35477,82932
25096,80024
28848,81050
36327,82599
38708,83124
29093,82607
38251,80704
22176,83168
36017,83212
38679,83340
37265,82873
27451,80232
25989,82413
34192,81545
39932,80353
27445,82508
28168,81776
33736,81672
33112,82920
34416,80331
26344,82334
23150,83928
33888,80678
25016,80037
38072,82318
27576,82808
36192,82015
28602,82298
26240,82600
33714,81216
23380,80096
23526,83682
23719,80880
26963,82134
30724,83616
36481,80288
35916,81536
33664,81612
38937,83256
22563,83405
27176,83172
32236,81718
21608,83473
22436,82512
38125,81800
24629,80072
22830,83796
36194,83484
20816,83735
36796,83870
25524,80825
22491,81012
22288,81418
23756,82490
23528,80057
35988,83251
27320,83908
37956,82933
37024,82268
27953,81676
37646,81698
32184,82432
29840,81363
38968,82966
22888,80883
31571,83152
27078,81159
39439,82216
33992,83136
20012,82084
30936,83776
33996,83277
37960,80810
32040,80326
25124,81780
22544,83484
22144,83296
30986,83552
20400,83724
24088,80207
35168,82362
25496,81104
35172,82368
25149,82588
22960,81240
29608,80560
22148,82076
23224,81064
31630,80512
24747,81128
35294,81256
34681,82836
38926,82943
26144,80272
28240,83754
38080,83084
37180,83041
25654,83640
27344,82352
29346,82646
32869,82712
39798,83763
25432,81652
32735,81176
36017,83812
29344,81712
39264,83352
38792,81392
22945,83200
20395,83004
22220,81605
30780,80702
30686,80704
29322,81306
29527,80640
23821,83235
31268,81402
27108,82498
28248,80982
20350,83816
21568,81704
37502,83724
39988,83781
31484,83770
30976,80440
39952,82712
22464,83760
34631,80470
29375,81552
26639,82616
34105,83370
24087,82168
30462,80771
21271,80014
34611,80988
32432,82745
28051,82008
26240,82304
27875,83159
35188,81728
35567,81110
30625,80863
21894,81556
35452,81135
34897,80212
24145,82550
21524,82288
33160,82693
32815,82162
37540,83429
36983,80124
39316,80221
23498,80837
37710,80256
32190,81932
21144,82928
28744,82584
39012,81704
28860,82798
36000,80875
32628,83593
32816,80032
39656,82168
38168,83104
29950,82213
30157,80822
34418,83956
36716,81959
29700,82808
22159,81788
34430,83352
39328,82020
30829,82873
33706,82043
23328,80346
20764,82200
26208,83298
27956,80149
23144,80730
35384,81448
31294,83786
25960,80080
30488,81904
38996,80500
24404,81652
29092,82914
20794,80794
23980,80336
32404,82453
31440,82958
30832,81984
35432,80162
33283,83944
34360,80532
31312,81228
30464,82922
30522,83863
21507,82998
39552,83335
23856,80242
38998,82476
39076,81446
23576,83173
38646,83338
21696,83528
33722,83219
23508,83502
39299,80530
31600,83236
38987,82266
28450,83685
24152,83698
27151,80855
34263,82546
33326,83374
31194,83837
23782,82133
31723,82800
33477,80780
34816,83462
21248,83277
34952,82608
28119,83372
23323,81248
25082,80120
23129,81449
25838,80424
24144,82276
31556,80689
24516,83256
34812,82577
34841,83664
37526,82970
38940,83193
20670,81330
30520,81303
37081,83512
34798,80418
26642,82585
21594,81448
36216,80410
22618,83471
37368,81369
26883,83858
22508,83122
32068,82674
21328,81092
26098,83588
23529,83082
23893,81458
34304,80990
38176,81151
25770,80768
25696,81738
21248,83795
39904,82624
34666,81425
28409,83856
23174,81459
36664,81316
31824,81468
21984,82642
27152,81808
20760,80920
36408,80181
21534,80897
23268,80972
38819,80312
33703,81660
25254,81976
32126,82102
36029,81732
20836,83636
25120,80518
33439,82361
28216,81057
32612,81474
34298,81369
39450,83776
32108,80017
39312,80439
21056,81832
27648,82136
31398,81130
38123,83176
20770,82112
24656,83424
20516,81296
23414,83196
27104,83163
36373,81652
21200,83951
38508,82547
30745,81714
31156,81784
31344,82020
27904,81696
32418,83793
30569,83120
26144,81530
32114,83054
21242,82412
39552,80840
25340,80105
35540,81792
20660,80315
33748,81542
27506,81487
32333,82957
34207,81294
33261,83854
22083,83572
31352,82017
24560,80314
32984,82204
26458,81838
31898,80111
24768,83115
33772,80920
33956,80064
31460,82106
29131,83380
21876,80420
39694,82221
25444,81481
32147,82764
37545,82104
38864,81628
36553,83612
29144,82928
28693,83728
31268,80734
22368,83047
30768,83644
30118,81792
25437,80551
30213,81351
38484,82109
35896,80372
24016,80368
21082,80592
21485,83956
29620,83731
22784,80962
31276,82671
27334,82106
37680,83120
25060,81185
32384,83302
36869,82752
20288,80976
30810,81316
26396,81002
29130,80530
38437,82094
23332,81160
32144,80627
36360,80866
26464,80884
27047,82148
33190,80084
35992,83339
37564,81832
24933,82374
37910,83786
35629,83376
30864,83152
23008,83953
31284,83920
32112,80096
22733,81320
31078,81414
29299,83970
34816,83918
32313,83668
33722,82265
38806,80576
36255,80358
37587,81660
34315,83926
32345,83416
37294,81358
34020,82414
39988,81640
36288,81856
34326,82708
30260,82178
31722,83040
23224,80992
37248,82512
23116,82432
35092,83503
23656,81336
35374,83580
34608,83816
32456,82520
34220,80300
30224,81380
22936,81640
20950,82676
26916,82076
22050,82382
31755,82682
32455,81976
38338,82710
21844,81408
35975,82462
35696,83704
24496,83700
23855,83152
24056,82132
36808,81271
26126,81475
22232,83281
21742,81732
35525,82000
37234,82575
35266,83682
22880,83365
27264,83252
20454,83894
34358,82792
29081,82848
22092,82142
39014,81556
24123,81276
23878,80762
26817,83826
39860,81040
21048,82944
36778,80056
23528,82733
20576,81856
22744,80264
27144,82056
33001,82300
38644,83426
29618,80116
36564,82220
22990,83573
29290,81732
31744,81528
28080,81760
31031,83200
39196,82672
24760,82384
34752,82950
24064,82311
31936,81964
24960,83283
25565,83554
20214,80306
20422,83625
30690,82696
32756,81250
37712,83871
22240,81072
21352,80037
27614,80720
37801,83580
27134,80874
25790,81339
23154,82550
34434,81716
39788,81504
33090,82414
36778,82905
32636,82161
39026,83544
33790,82692
34208,80464
29811,80796
28820,81848
21834,81916
28930,82034
33174,82704
39425,81522
35966,80812
31639,81484
33850,80832
23958,80450
39720,82576
27626,83845
23926,82545
30720,81900
29697,81640
36198,81123
33208,82371
30618,80070
32122,83264
26177,82673
37923,82840
27672,82124
28020,80221
30596,81018
32224,81703
31474,81774
24824,82311
29358,81414
35489,82484
24956,83702
31916,82214
32925,81318
20370,83969
39655,81852
37016,82544
30864,83445
29066,81309
38649,83260
38390,80220
30662,80750
28184,83726
39312,80188
29028,83818
32332,81214
38050,80164
25058,82227
37306,81149
26614,80032
30718,81994
37246,83634
30690,80684
39385,82158
22290,81162
25889,81672
35660,80963
22167,82072
26331,83864
30202,80091
29212,80162
24822,81334
22957,80640
34482,80062
39046,80509
28254,83426
27060,83844
34518,82608
39588,82582
20960,80312
31614,81418
28323,80120
38374,82126
26144,80372
31189,81931
23258,81023
28888,82440
32093,80446
34794,82341
32956,81434
26049,83673
36954,82228
34816,83936
35338,81777
23480,81882
26429,83560
22146,83484
20595,80924
23985,81836
31434,81400
33520,80439
20934,81656
26928,81650
33610,80106
22538,82912
22518,83376
35108,82126
39588,82988
29300,80674
30424,82563
30192,82780
27094,81476
25132,82448
31001,82658
31929,80747
39063,83520
27446,81458
28957,82464
29824,81544
34944,83822
21192,82277
23228,80694
29187,80334
24784,83528
31042,83794
37017,80032
27130,81670
25496,82714
29510,81487
27780,81476
20902,81746
36170,82992
31376,81573
21797,82420
30194,80772
27150,81557
28300,83921
23878,82168
29546,82702
22611,81776
29000,82344
26128,83917
32459,83271
26214,80375
28210,81887
22710,81264
30932,81904
32928,83166
26802,83600
21932,82799
23912,80772
33366,80455
30992,83104
27882,83080
39705,83736
39157,80496
37628,82906
29235,81796
22994,81604
20680,80472
34235,82560
27285,80640
21135,81828
34852,81796
37151,82485
25152,81076
38082,81278
24808,83984
36870,82028
31231,80304
20913,82925
24879,82895
30992,80143
26666,80502
23070,81264
39622,82328
28770,82652
20371,81184
37327,81476
34272,80373
34628,80179
21742,80777
34387,82420
27382,80226
33544,83792
31866,82560
30398,82867
26512,83032
24660,83324
33000,80640
29310,82884
36757,80864
38862,83848
31848,82628
27061,83256
39850,81815
20736,82368
22001,80000
22692,82754
25936,81768
37154,83392
21765,81331
36609,82616
34776,82756
31984,82523
34758,83192
27772,80944
24906,81232
33507,80192
33456,83330
22583,82100
21953,83328
30696,80024
26009,80770
31714,83319
39426,82536
29640,82227
38526,83777
33577,81329
37277,81856
27529,83389
25922,81636
38358,81774
22129,82812
32136,81096
21892,81080
25130,82522
22706,80932
36864,80032
24307,82691
39235,83213
28814,81782
28242,81614
33405,81761
20238,83490
38441,83115
34448,82281
27648,80042
33459,82656
20063,82210
24503,82260
26860,80600
24570,82589
31793,81536
20477,81796
30912,81856
35988,83447
22580,82500
32761,82726
23936,82967
24736,81120
38800,80580
26656,80352
23494,80433
35896,82633
23841,83892
29320,81514
39034,82970
21048,83488
39888,83508
29754,81496
30265,80035
22838,83283
27612,80336
39872,80036
24992,80753
24131,83776
34428,80679
34365,82603
39984,81364
25592,82269
24930,83560
31792,81192
21464,82628
23568,80396
32320,83752
38248,82776
22913,82827
20208,83530
21640,83824
24882,81334
28939,82304
32838,83918
35449,82824
36878,82994
37144,80689
25922,81888
37107,82228
24640,81716
27009,82686
38906,83892
34704,82709
25399,83339
34512,81752
34610,83812
30034,83172
35586,82123
31440,82432
36168,81792
24950,82955
34168,82560
23164,80460
25450,83896
39372,82317
27480,83009
22116,82185
36992,83656
25931,80360
23648,83933
36852,80174
31292,82702
36544,83732
33315,83633
25559,80479
33296,83064
22348,82368
35300,82016
35281,82630
31047,83718
30108,80038
34539,83050
29677,82719
32952,83078
31894,81009
36478,82892
22442,82840
33808,83177
25164,81032
28272,82366
39846,83654
38462,80420
26804,80073
