medId               ,labId               
26482,60359
35738,60429
31204,60646
36434,60476
30325,60685
27294,60520
21032,60576
23535,60864
25467,60203
22213,60544
35688,60018
33936,60702
25304,60532
22360,60174
37287,60820
35502,60379
29783,60872
21163,60368
34196,60527
39576,60492
38522,60911
21724,60976
31050,60741
28367,60198
37178,60716
35994,60672
33444,60461
22701,60548
35216,60704
36733,60891
25701,60381
33748,60102
35424,60840
38061,60102
25680,60456
39343,60312
27713,60372
25486,60640
34136,60320
20376,60366
29044,60405
36958,60718
22286,60640
20780,60336
30517,60727
38264,60608
21361,60666
35364,60429
26589,60756
35804,60088
27782,60101
32662,60011
25468,60368
33536,60504
25680,60080
31538,60401
39130,60890
29257,60712
22144,60334
33442,60250
28338,60594
37816,60007
23616,60196
23624,60214
23510,60632
39898,60256
37799,60514
24240,60371
27040,60509
35575,60284
38984,60035
38848,60794
29472,60808
31680,60829
31349,60872
36938,60377
25488,60088
22502,60637
21415,60456
28869,60840
24356,60616
21339,60010
30529,60087
39496,60628
33240,60706
32893,60715
39529,60182
28496,60014
21086,60535
34088,60800
38736,60396
32360,60514
35668,60248
30798,60292
37101,60928
39532,60096
27950,60258
20817,60815
26830,60233
37841,60808
23242,60976
35374,60696
32139,60933
35363,60873
35899,60362
35160,60808
36352,60778
22786,60608
38926,60408
28890,60384
21814,60760
21056,60256
20590,60856
39214,60382
32868,60009
34928,60626
24287,60504
37161,60643
35085,60308
21920,60928
21802,60352
24472,60560
29324,60561
26866,60898
20010,60049
26560,60217
37272,60064
33792,60834
35532,60914
35580,60570
29736,60772
25678,60504
38432,60072
25323,60848
28674,60304
33452,60688
22861,60184
29864,60920
30074,60563
36630,60922
37464,60948
25216,60830
37585,60410
33544,60040
35040,60161
31861,60292
27116,60525
20090,60864
29308,60597
21380,60851
31520,60099
38580,60644
26104,60931
24904,60470
26488,60426
37440,60393
38819,60934
29640,60458
22806,60838
26110,60974
22304,60167
29174,60400
29664,60367
29518,60696
24500,60424
32400,60856
20111,60754
23182,60336
38880,60918
34672,60798
29712,60984
25788,60208
32840,60846
33344,60075
34413,60032
22014,60756
31030,60174
28609,60441
28740,60424
33642,60210
38949,60015
24486,60000
21145,60424
33378,60239
31529,60781
26984,60477
32104,60128
31020,60592
32688,60252
37984,60133
27592,60236
31160,60122
20736,60170
39788,60560
22816,60920
29166,60545
28298,60741
36949,60512
27498,60832
25130,60953
25295,60329
37226,60268
34074,60617
34834,60044
34604,60776
39316,60540
22552,60502
33832,60890
25859,60861
36224,60547
31652,60856
23737,60484
33408,60216
22294,60702
20053,60720
38262,60287
28114,60720
25768,60900
26296,60045
28153,60036
25369,60896
30312,60146
34729,60352
22960,60212
39027,60184
32096,60655
37889,60710
29102,60565
28760,60712
33436,60354
31874,60984
31990,60382
33644,60670
27040,60524
26096,60832
21054,60052
37656,60192
23416,60184
38481,60903
34689,60702
25656,60666
34830,60908
33077,60515
20887,60475
39786,60994
32838,60718
24588,60331
20764,60084
24877,60115
33404,60184
27652,60734
37600,60732
26849,60401
24058,60506
24576,60196
32064,60763
35938,60875
25368,60632
24760,60958
30755,60758
30877,60480
38688,60784
34868,60132
34212,60462
35136,60656
23520,60008
23644,60928
24276,60732
39296,60538
28424,60112
34944,60000
39232,60238
24803,60062
38603,60554
33842,60132
29288,60440
25776,60562
21520,60210
21603,60140
39876,60689
31256,60795
33374,60553
26352,60976
24763,60300
37992,60084
26776,60623
32704,60722
37147,60417
20332,60520
39201,60863
24468,60050
26639,60858
27654,60930
22940,60480
21976,60269
26472,60484
37344,60992
25696,60724
34459,60692
25336,60796
34740,60214
27242,60088
26714,60748
33832,60760
28880,60310
28056,60494
23381,60589
36458,60864
28819,60273
25384,60044
37410,60779
21932,60990
34412,60638
32593,60822
34218,60581
22944,60550
26044,60321
34368,60320
29084,60233
35750,60176
22142,60392
37201,60274
39328,60117
26364,60176
33413,60070
30069,60040
34670,60868
37219,60802
30908,60800
36640,60843
21141,60380
21768,60211
34300,60483
23971,60792
35388,60348
33088,60196
28028,60480
35088,60794
36286,60932
38544,60858
22494,60912
35234,60998
38147,60536
30876,60790
26702,60200
33608,60572
20820,60096
35868,60966
38896,60000
26157,60448
27928,60272
22211,60792
23000,60515
38028,60110
37708,60086
23718,60062
33780,60499
30188,60710
35824,60644
31996,60202
35896,60252
34298,60752
36338,60404
32784,60240
32058,60719
21798,60650
29559,60470
23622,60833
32326,60404
34488,60236
38528,60903
34353,60836
29354,60486
25182,60178
34850,60779
20054,60975
35654,60740
35978,60887
21356,60955
38288,60968
33108,60763
26898,60100
32896,60722
20925,60778
36562,60680
20307,60797
33996,60576
23932,60600
30872,60277
23808,60884
36205,60876
22604,60840
23468,60424
33328,60923
33668,60542
33813,60671
24520,60516
31200,60464
26348,60310
37008,60336
29290,60001
35054,60025
28413,60623
33391,60971
35841,60211
26964,60966
38768,60977
34822,60267
24174,60464
36249,60440
21710,60429
31168,60036
38192,60646
20496,60736
34464,60604
25182,60689
24320,60350
38100,60626
38236,60412
29661,60878
24124,60290
24089,60671
25740,60707
38154,60290
35863,60784
37284,60074
31811,60680
21935,60336
31948,60156
26376,60512
35568,60946
39094,60176
27639,60013
25698,60653
20382,60952
27960,60717
32956,60410
36814,60504
23110,60062
26196,60192
35448,60553
32247,60347
29116,60548
39796,60536
39106,60956
20627,60190
30480,60704
27963,60021
28300,60324
36374,60248
24320,60924
24525,60152
28992,60276
24874,60488
25445,60400
20678,60925
33814,60680
20187,60794
29052,60898
33501,60984
20906,60314
37784,60424
32572,60405
29113,60694
30519,60462
24452,60904
26936,60669
25556,60735
21990,60018
21756,60692
28840,60888
23848,60602
27700,60064
35123,60969
29827,60540
37926,60910
29107,60778
28784,60946
26880,60060
36644,60738
27372,60776
31680,60498
36691,60524
29222,60932
24946,60958
28142,60337
27235,60337
35394,60352
27630,60760
29582,60315
26069,60624
25920,60872
25702,60174
36994,60864
22786,60890
34450,60134
32211,60384
32888,60067
30676,60346
27680,60216
36606,60208
23968,60940
21988,60169
27631,60388
32552,60041
24816,60838
26072,60672
25755,60108
34432,60282
20490,60790
25112,60329
29652,60565
21694,60532
21964,60052
22789,60470
31036,60558
31882,60630
36440,60478
28392,60662
38006,60348
39136,60144
28148,60192
20141,60541
28727,60199
28976,60264
23073,60082
36047,60001
22750,60305
30982,60200
24704,60674
25917,60916
20402,60308
32340,60856
36214,60993
38880,60260
33627,60652
36226,60323
25500,60283
30579,60396
34056,60352
33146,60564
26607,60288
32791,60440
28690,60898
36092,60176
26560,60448
31853,60416
28420,60852
26520,60708
27226,60401
39920,60428
25120,60697
32032,60709
35950,60722
22136,60015
26555,60522
24328,60548
36617,60853
29184,60154
24808,60934
36108,60474
26122,60843
31808,60778
22104,60550
24468,60212
23041,60240
23916,60760
21208,60280
38592,60500
34176,60904
39378,60806
33728,60608
25732,60272
33802,60608
36580,60714
25186,60753
31626,60004
20516,60778
39264,60184
34638,60921
32270,60139
30736,60256
25312,60658
21481,60892
20843,60440
29486,60009
34680,60257
37909,60853
39276,60267
38636,60923
21726,60346
35213,60872
38896,60199
36059,60680
21182,60509
27978,60620
39002,60162
37782,60966
23042,60408
38414,60716
34738,60872
20390,60685
29332,60576
30372,60362
26159,60998
28912,60830
34280,60872
39524,60553
28672,60286
37027,60016
39987,60995
29535,60866
38872,60622
34882,60754
21190,60686
23732,60852
20083,60416
21230,60247
30658,60912
34003,60028
36658,60048
33483,60808
22490,60272
20868,60717
21030,60212
34835,60365
34208,60928
36672,60028
22607,60530
32816,60502
21560,60304
22941,60423
22248,60194
32716,60994
28096,60604
34346,60959
29592,60884
26088,60646
33528,60288
20720,60718
38403,60095
23648,60490
33205,60476
26668,60973
29652,60305
29504,60134
23312,60304
32736,60512
35581,60258
34824,60884
20723,60952
36783,60156
25024,60639
20176,60354
24409,60375
21416,60730
39884,60100
28240,60236
28416,60142
29671,60808
37937,60068
28712,60340
36820,60697
26776,60660
36314,60840
30961,60936
31024,60732
36452,60800
29532,60281
39264,60872
34524,60097
29463,60465
29064,60272
28783,60908
32836,60714
20304,60762
39628,60770
33034,60960
21684,60615
32620,60578
34172,60824
20545,60290
31488,60431
24826,60224
31300,60320
29534,60304
29920,60094
22470,60460
39570,60440
38536,60710
36779,60660
20872,60400
36864,60332
24748,60422
35041,60232
35228,60385
22492,60192
23696,60730
35995,60946
22734,60665
32471,60684
27734,60081
33403,60442
25005,60807
21818,60032
37174,60844
39158,60216
25770,60510
35898,60912
21314,60280
30848,60111
21412,60824
38104,60240
31715,60191
20752,60170
21354,60407
20776,60438
28609,60284
28940,60714
36201,60690
33204,60474
34080,60346
31069,60465
34806,60912
31520,60864
36956,60042
20320,60552
25365,60098
22125,60209
20734,60766
26769,60155
32936,60306
39990,60311
36058,60688
37083,60362
30716,60848
29080,60826
25776,60442
35320,60314
20692,60432
28578,60337
27324,60583
20864,60283
27040,60198
26041,60660
20475,60554
28694,60706
24628,60280
26910,60172
38571,60718
29919,60486
37328,60068
22190,60960
35426,60570
23169,60672
27688,60159
25911,60696
30366,60496
36429,60578
23024,60822
27770,60580
31676,60398
27569,60800
31590,60015
35537,60649
22720,60352
38528,60309
23966,60664
38052,60935
31464,60077
32582,60435
33404,60021
21019,60704
37632,60337
33994,60182
24762,60116
24896,60814
35278,60672
35318,60184
24980,60438
35943,60394
32336,60944
38648,60796
28739,60532
35593,60864
26573,60142
34610,60082
26762,60544
29249,60464
20241,60768
30667,60620
37173,60214
38997,60852
28857,60932
29788,60944
27875,60696
23082,60111
32340,60542
27608,60555
25672,60514
23715,60564
21720,60059
25704,60500
24448,60992
23142,60213
23577,60462
28727,60960
25112,60474
29953,60579
23397,60032
20416,60192
32224,60608
30618,60320
39274,60410
21662,60222
26024,60096
27936,60290
32904,60437
25559,60908
36712,60696
20928,60912
38023,60686
38920,60250
27041,60597
20371,60424
21529,60825
34802,60760
39016,60964
32564,60953
33606,60773
32678,60320
24925,60160
22232,60681
33164,60351
26248,60752
30938,60192
39317,60412
38690,60400
20882,60649
36302,60704
38745,60040
24032,60801
35507,60895
22452,60032
39342,60238
37872,60716
28212,60054
27090,60080
34114,60886
25500,60782
32494,60640
31250,60816
23720,60559
37648,60962
26716,60232
34062,60512
20859,60250
21120,60966
39769,60690
32608,60248
23197,60376
33752,60176
27128,60299
24904,60592
23042,60054
38546,60816
26335,60132
37569,60940
33025,60881
34936,60704
25165,60576
29806,60996
34957,60804
38970,60258
24654,60012
20655,60450
35141,60422
36468,60808
37312,60050
22169,60636
27856,60954
32592,60146
22803,60408
34696,60639
23274,60416
33834,60600
29732,60105
33288,60336
34384,60551
21759,60452
37765,60563
30808,60236
23517,60128
37948,60768
24923,60592
20464,60654
22544,60046
22740,60531
39640,60448
36318,60610
24180,60251
28087,60727
26780,60384
39960,60278
30202,60274
31116,60600
23545,60564
32086,60584
39926,60556
31620,60672
27212,60247
28618,60044
35268,60632
33048,60559
35424,60874
39788,60092
29717,60598
29772,60980
22028,60456
25321,60380
34320,60856
34644,60938
33183,60612
25086,60014
26516,60794
27452,60787
39680,60300
35528,60588
31724,60896
20784,60871
30616,60068
21480,60910
33768,60786
31500,60048
29495,60883
28638,60552
25468,60792
30711,60152
29161,60022
21142,60732
36151,60878
25620,60512
38503,60328
26371,60284
21950,60788
37474,60384
23277,60526
20146,60248
20156,60556
27206,60396
34970,60856
36402,60144
32992,60901
20692,60064
38415,60312
36654,60704
24924,60960
23258,60862
36718,60865
29989,60058
34672,60728
36914,60728
32567,60404
33639,60279
20084,60790
28774,60733
34926,60464
30961,60644
32352,60290
23908,60460
35784,60046
28567,60790
20140,60114
33654,60688
37720,60946
26272,60760
31209,60320
24146,60304
20344,60645
30898,60846
38893,60222
39368,60737
29605,60332
22366,60833
30936,60942
30135,60306
34018,60549
32008,60177
39116,60575
25996,60977
35072,60632
25164,60572
26340,60955
25840,60584
34320,60624
35961,60828
34038,60128
27100,60158
22661,60386
25600,60928
28548,60946
30183,60704
39018,60688
26624,60274
33210,60744
26978,60365
32520,60134
25818,60842
26918,60380
30178,60377
31216,60138
21758,60101
33724,60658
28168,60532
30650,60449
28922,60175
21918,60442
23825,60192
21408,60744
29332,60538
21648,60908
28553,60108
27764,60972
37611,60332
20211,60467
32384,60439
25004,60788
30568,60004
31924,60714
33636,60554
22404,60688
31232,60344
27312,60935
26359,60920
22979,60728
25706,60016
24171,60192
23953,60846
24001,60266
38468,60568
33925,60767
35520,60879
33791,60023
20473,60694
39664,60627
20902,60951
22745,60768
38634,60698
22636,60091
33270,60058
36333,60192
29832,60810
24800,60624
25124,60608
32980,60796
39776,60826
26454,60884
25142,60864
28128,60140
33190,60937
38253,60448
39060,60928
39950,60418
24870,60106
27925,60379
21605,60416
26699,60640
30914,60526
25516,60074
37336,60366
20170,60474
29546,60423
29844,60186
25907,60696
34912,60748
35180,60860
22970,60882
26759,60328
20920,60729
37392,60743
37744,60288
23712,60520
36494,60838
38588,60584
37448,60375
28612,60332
28188,60838
21436,60614
20792,60752
25146,60849
36062,60416
22506,60076
38112,60950
23232,60979
26304,60864
22661,60952
32420,60968
25623,60994
20456,60819
25524,60002
32071,60988
34611,60935
26016,60132
38052,60877
24120,60542
22010,60728
35586,60026
34720,60850
30624,60427
20198,60543
36808,60579
27614,60087
38626,60084
36174,60409
32497,60847
20388,60041
21982,60496
32478,60068
34657,60841
24325,60148
36371,60264
26828,60060
30458,60981
39330,60527
38888,60796
22387,60015
32632,60240
39928,60826
27716,60629
33314,60928
23936,60224
35856,60544
26160,60034
38564,60255
35913,60300
27458,60284
33628,60615
24702,60772
39656,60030
23610,60792
26908,60495
32624,60060
26672,60592
24978,60827
31951,60053
33271,60224
29464,60073
37588,60608
36576,60636
30871,60400
36288,60712
34462,60250
36887,60014
32856,60402
27106,60976
37284,60640
29554,60252
34522,60730
30022,60500
37328,60689
29016,60604
38163,60760
34720,60800
33160,60802
27956,60800
38432,60855
36460,60750
29094,60913
28288,60150
34312,60962
31932,60612
37262,60928
25344,60282
33025,60032
32993,60140
33356,60654
38764,60133
20962,60744
31740,60544
25960,60508
24064,60167
20677,60632
39144,60954
33968,60812
25002,60160
29908,60868
25060,60650
20334,60710
37710,60724
38176,60634
21440,60226
37232,60459
20377,60842
35316,60512
30200,60882
29342,60529
31744,60033
20408,60688
38675,60524
39668,60182
38052,60062
35080,60021
21080,60848
33614,60716
32852,60848
22112,60460
29952,60058
37824,60492
36224,60583
20100,60810
32745,60026
35140,60762
32881,60408
30788,60708
22016,60007
20816,60136
25846,60160
24126,60870
24776,60490
24760,60144
39636,60464
34042,60078
35320,60125
39020,60806
35604,60604
33496,60416
34682,60258
29308,60128
25564,60188
28548,60800
34088,60766
35163,60913
26476,60054
37051,60462
32020,60288
28033,60041
37924,60773
38934,60912
28441,60416
27095,60220
39952,60864
31824,60394
39605,60734
34188,60644
35616,60633
29230,60458
39928,60626
34580,60464
28723,60832
33524,60795
32723,60851
31147,60064
33008,60032
20769,60553
24200,60742
21144,60774
28476,60626
20400,60124
22550,60952
27272,60480
21839,60824
23374,60468
27202,60090
22092,60473
35924,60110
25110,60186
27402,60819
22428,60476
20977,60944
34608,60769
23770,60744
32064,60232
22650,60375
22476,60992
39336,60669
27258,60936
33906,60664
38400,60617
38212,60261
37570,60352
34464,60424
37632,60584
22934,60161
38398,60760
36608,60052
27581,60514
28192,60471
24876,60480
29610,60578
28824,60494
34124,60870
39644,60529
29354,60652
36752,60912
21416,60033
36298,60043
28778,60407
26417,60348
33764,60893
38998,60659
37936,60222
37736,60872
26960,60384
29336,60644
32354,60180
39952,60685
28364,60960
38975,60233
22077,60847
32779,60534
31118,60180
34317,60988
27523,60096
34806,60285
21868,60886
25306,60600
24874,60610
32148,60168
27553,60382
25944,60201
33768,60124
36560,60440
38216,60012
24083,60064
39008,60082
23984,60552
27743,60160
22826,60372
38440,60664
28838,60732
29043,60301
23622,60434
38045,60172
36054,60510
20896,60972
25472,60476
24656,60118
32264,60306
20461,60211
21713,60160
29284,60204
20884,60464
22378,60689
25376,60942
31700,60042
25351,60435
24506,60692
27296,60864
24492,60244
25741,60828
24296,60451
35218,60968
30180,60018
39874,60098
34132,60328
20084,60920
35196,60810
20334,60034
36165,60581
23880,60826
29036,60884
37884,60558
33980,60176
39704,60599
32670,60855
23310,60691
26032,60848
32104,60928
24927,60749
21540,60257
33558,60285
39881,60232
35291,60850
37474,60112
35784,60262
34880,60716
30945,60857
20995,60308
28240,60804
28931,60936
35479,60356
20414,60563
23336,60938
31652,60708
34704,60176
35024,60008
22868,60418
36140,60894
25535,60752
30426,60032
22171,60352
35792,60264
20247,60100
33850,60924
30150,60072
31968,60052
34051,60032
28248,60322
28279,60024
30770,60412
33100,60044
21948,60019
20522,60928
28535,60211
37824,60507
33220,60286
26157,60946
25410,60207
28653,60672
21437,60334
28374,60964
22992,60504
37254,60510
22898,60928
38032,60981
30684,60352
28288,60557
29834,60466
25868,60032
28388,60164
36128,60000
35481,60772
23942,60687
23112,60304
31486,60624
26432,60697
35403,60524
34088,60430
29705,60300
37984,60240
26928,60437
28320,60264
20096,60508
22276,60230
24078,60208
27600,60929
20085,60906
34991,60677
30212,60886
20556,60802
30176,60030
30417,60420
27890,60016
25888,60402
30272,60230
27676,60067
27105,60717
34652,60636
32974,60877
35632,60384
29824,60979
39889,60520
20284,60596
25952,60577
35300,60710
24036,60166
34584,60594
21598,60808
35179,60660
29952,60127
27418,60738
26696,60525
29860,60371
24678,60446
22950,60780
36716,60700
28544,60048
29941,60076
23663,60336
27974,60227
36890,60802
29967,60944
39756,60948
22288,60508
32584,60114
34288,60820
31189,60628
30864,60546
24382,60341
31703,60300
31040,60616
28492,60080
36862,60048
32564,60332
31188,60140
24960,60039
33912,60620
25463,60578
30432,60799
38712,60879
31625,60480
33520,60510
39496,60378
20383,60921
28632,60805
23006,60624
25148,60800
32282,60168
23696,60712
22952,60823
21619,60976
37206,60288
27259,60696
38834,60827
32420,60511
25719,60670
25059,60712
25748,60280
20302,60055
27714,60144
29920,60976
29948,60342
33070,60350
25561,60082
25913,60943
24838,60804
34711,60736
23371,60295
31799,60004
31702,60832
35198,60066
20724,60848
37372,60534
26622,60744
29644,60427
36001,60451
20903,60026
23784,60952
29190,60974
30736,60935
34272,60058
21086,60876
30012,60000
26119,60688
25976,60393
33582,60122
31806,60960
26088,60976
30372,60944
28236,60372
22362,60600
28383,60547
31480,60074
28629,60714
26431,60416
37817,60748
31655,60318
33550,60038
27323,60979
29104,60631
35164,60066
34586,60110
39214,60626
38957,60789
39293,60208
27948,60778
30393,60050
29676,60104
29809,60740
32472,60106
35744,60256
39354,60602
30188,60976
30537,60015
25407,60856
24127,60224
25526,60274
35680,60747
26624,60374
31588,60863
20478,60806
29975,60595
38466,60840
32202,60016
26728,60456
28066,60994
27038,60595
26198,60124
25756,60324
37472,60396
29944,60410
25883,60814
26298,60910
38870,60442
22812,60472
23771,60302
25784,60168
24434,60947
30680,60368
26736,60160
20750,60268
34164,60064
33751,60592
26964,60400
24792,60296
24489,60285
30911,60504
33036,60707
32230,60854
35724,60416
23248,60112
29133,60517
29431,60370
27920,60752
23307,60154
22732,60448
30893,60238
25346,60112
21258,60976
31504,60892
23552,60672
22008,60852
39152,60044
24718,60327
26015,60948
28576,60301
25456,60310
22436,60152
31076,60242
23196,60975
29038,60204
22277,60112
20362,60748
35707,60897
30269,60576
29578,60260
25952,60671
26606,60848
27451,60359
22720,60462
27896,60279
37768,60108
21168,60343
38414,60184
37104,60751
29433,60336
34855,60240
24994,60288
22206,60566
21062,60609
25265,60968
33870,60948
39386,60746
20448,60860
34806,60596
26606,60802
26360,60070
25527,60627
31712,60400
39896,60724
25178,60384
38654,60848
28640,60254
36288,60862
31292,60620
22111,60488
35628,60899
33376,60308
23116,60264
20480,60129
31474,60126
26892,60568
26043,60168
31570,60832
35519,60954
30590,60628
27224,60716
24680,60211
35652,60986
39618,60209
30902,60084
30259,60749
39287,60672
35056,60458
28384,60928
36533,60782
21389,60776
22832,60002
30568,60266
35489,60784
37337,60224
33711,60624
25876,60824
27621,60213
28812,60190
23490,60638
24788,60832
24586,60534
38624,60200
35552,60612
24838,60360
23173,60188
25405,60603
28058,60431
35312,60252
21910,60520
29164,60251
33328,60540
34872,60844
29751,60048
30834,60408
20363,60532
32124,60260
26439,60144
21745,60130
29376,60196
25512,60726
28704,60692
34423,60524
37600,60385
31637,60216
31029,60678
34930,60192
25832,60192
33492,60957
25828,60416
33538,60064
25796,60955
36334,60272
32566,60978
21658,60823
24370,60259
26927,60034
27048,60640
29996,60556
20646,60854
23986,60688
26332,60528
23456,60181
36309,60424
28663,60848
20040,60603
32279,60950
37173,60306
29408,60432
23792,60257
25918,60974
25236,60232
36888,60841
28982,60766
26752,60162
29449,60712
39068,60160
30325,60551
25764,60674
26754,60116
37159,60222
22868,60382
35232,60572
29778,60928
39408,60016
26816,60996
29634,60192
22158,60819
34816,60524
22943,60160
28626,60672
27376,60188
33044,60416
36992,60368
39602,60844
38436,60011
22004,60826
35188,60301
36712,60952
20839,60812
28454,60800
38592,60896
36928,60132
35154,60256
26443,60134
26784,60436
36922,60826
34612,60890
32745,60412
30448,60808
33320,60166
21862,60225
34503,60345
28736,60860
25040,60724
38941,60438
39136,60919
31885,60592
32687,60416
28648,60416
36444,60800
31326,60160
32752,60854
27890,60144
27040,60612
33900,60357
31709,60389
28690,60900
37755,60672
24615,60988
25011,60488
35180,60371
29320,60854
35510,60928
31064,60522
29495,60743
22472,60934
21475,60277
21347,60314
34570,60868
34896,60869
20278,60803
36099,60340
38352,60824
31019,60750
37014,60928
29196,60084
39888,60334
29249,60313
34051,60512
38572,60224
20734,60498
29883,60300
31470,60468
30478,60680
21667,60548
33405,60060
29868,60470
24461,60984
35120,60055
38042,60299
31504,60799
20360,60090
22931,60259
30424,60478
28728,60818
38736,60264
22672,60224
30780,60174
29199,60120
23157,60872
28816,60778
27376,60696
39397,60904
30326,60716
28576,60320
34544,60079
37416,60069
35129,60156
35632,60496
23488,60906
23208,60945
25632,60912
25029,60255
22025,60046
26440,60768
35476,60154
29988,60930
33671,60988
32408,60720
21736,60254
29562,60554
21539,60315
37514,60651
34482,60421
38768,60878
22304,60212
31804,60155
29012,60444
25540,60177
30972,60828
28995,60692
27286,60340
21337,60652
22117,60922
23667,60725
24716,60080
20872,60179
31573,60847
38432,60928
38368,60976
36502,60420
34312,60403
39290,60626
24150,60573
38714,60090
37320,60197
33886,60243
29218,60485
21513,60321
25807,60520
38170,60134
25238,60560
26812,60591
32456,60410
37614,60727
25901,60274
32926,60466
20158,60928
25344,60400
36580,60744
32728,60362
38046,60952
20241,60776
34556,60341
22024,60796
21365,60540
28682,60736
24677,60896
25705,60530
28058,60769
37008,60236
24775,60812
29910,60340
36478,60720
32507,60458
39170,60416
21814,60181
38530,60852
34482,60544
36961,60058
24740,60528
23359,60836
24624,60824
23678,60169
20317,60518
26600,60178
31512,60360
33350,60844
25888,60680
28170,60461
34008,60155
39102,60050
33325,60567
31332,60639
26744,60394
27672,60648
25634,60976
33166,60078
28940,60752
29518,60544
33698,60915
29780,60094
39292,60896
30940,60446
26212,60955
29076,60394
33436,60701
38756,60867
27250,60566
38684,60250
38321,60771
34396,60776
22452,60178
35158,60209
36042,60047
29904,60432
31351,60124
37545,60069
38253,60444
27255,60028
20804,60856
38662,60443
39883,60312
37799,60776
34176,60005
25592,60420
31224,60816
33767,60650
28374,60834
37560,60652
27873,60975
38763,60779
26288,60728
31036,60996
23976,60998
30542,60576
25632,60246
24470,60502
21686,60288
24255,60280
31232,60106
38920,60937
29665,60966
36472,60440
20031,60684
39736,60485
36162,60472
21158,60694
35280,60482
28008,60438
27844,60048
27980,60942
37305,60718
30272,60384
26429,60545
30902,60384
37331,60920
30463,60851
36922,60731
39792,60578
38631,60332
30054,60946
33874,60182
25402,60957
25586,60192
36155,60656
20127,60192
32771,60468
35948,60434
30697,60334
22971,60140
29072,60804
25672,60330
33774,60558
35728,60854
23712,60932
36984,60688
32721,60247
33324,60592
33169,60252
24330,60738
24350,60596
33404,60320
22880,60996
38337,60300
33611,60724
32664,60549
21616,60008
24004,60526
21908,60494
24269,60840
26057,60443
20932,60564
39344,60828
20645,60852
37193,60312
20796,60524
38057,60444
38188,60760
22826,60803
38386,60368
20866,60196
20364,60398
21958,60686
38912,60420
28015,60632
34448,60012
29288,60829
23734,60869
22620,60126
37034,60694
31808,60332
28336,60032
29233,60832
22962,60886
29724,60778
20258,60487
26395,60798
28905,60952
25054,60997
32093,60148
29418,60874
39224,60036
33860,60080
38282,60044
21836,60569
36222,60599
39409,60232
25012,60592
20601,60136
39318,60848
25502,60935
35448,60905
25358,60918
33362,60564
21542,60780
27409,60244
31152,60806
26688,60440
33837,60714
26369,60433
37958,60416
28862,60336
22970,60410
34207,60215
29531,60563
20402,60096
29861,60845
20193,60199
22048,60332
27329,60916
34736,60006
31744,60499
33346,60840
26976,60800
34964,60715
27492,60107
25408,60096
29488,60496
38271,60125
27270,60056
35570,60470
31896,60157
23158,60350
22320,60945
32744,60928
27221,60379
25662,60624
23872,60921
39443,60887
23640,60512
23464,60796
23454,60169
29724,60168
39050,60682
38482,60973
25408,60644
29354,60112
27815,60492
31884,60744
